:Device: HC-V1
:Location: 1234
:User: 1234
:Mechanism: TRIPOD
Timestamp,PacketNumber,Force1,Force2,Angle1,Angle2,Angle3,Angle4,Distance1,Distance2,Button1,Button2,Button3,Button4,Button5,Button6,Button7
0.816,74,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.39,1,1,1,1,1,1,1
0.832,75,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.33,1,1,1,1,1,1,1
0.832,76,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.48,1,1,1,1,1,1,1
0.849,77,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
0.882,78,1.89,-1.11,0.00,1.85,16.79,-1.14,2.44,2.45,1,1,1,1,1,1,1
0.898,79,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.43,1,1,1,1,1,1,1
0.931,80,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.40,1,1,1,1,1,1,1
0.932,81,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.41,1,1,1,1,1,1,1
0.948,82,1.89,-1.11,0.00,1.85,16.79,-1.14,2.44,2.45,1,1,1,1,1,1,1
0.948,83,1.89,-1.11,0.00,1.85,16.79,-1.14,2.44,2.40,1,1,1,1,1,1,1
0.948,84,1.89,-1.11,0.00,1.85,16.79,-1.14,2.45,2.43,1,1,1,1,1,1,1
0.948,85,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.41,1,1,1,1,1,1,1
0.948,86,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.45,1,1,1,1,1,1,1
0.965,87,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.43,1,1,1,1,1,1,1
0.998,88,1.89,-1.11,0.00,1.85,16.79,-1.14,2.39,2.41,1,1,1,1,1,1,1
1.015,89,1.89,-1.11,0.00,1.85,16.79,-1.14,2.44,2.43,1,1,1,1,1,1,1
1.031,90,1.89,-1.11,0.00,1.85,16.79,-1.14,2.43,2.43,1,1,1,1,1,1,1
1.031,91,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.44,1,1,1,1,1,1,1
1.048,92,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.41,1,1,1,1,1,1,1
1.066,93,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.41,1,1,1,1,1,1,1
1.066,94,1.89,-1.11,0.00,1.85,16.79,-1.14,2.50,2.41,1,1,1,1,1,1,1
1.082,95,1.89,-1.11,0.00,1.85,16.79,-1.14,2.33,2.28,1,1,1,1,1,1,1
1.082,96,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
